id;relation;name;image;relationID
1344169;Colleague;Quett Ketumile Jonny MASIRE;/web/show-profile-photo-icon.jpg?id=1346331;1346331
1346486;Colleague;Ahmadou AHIDJO;/web/show-profile-photo-icon.jpg?id=1346402;1346402
325874;Monarch;Elizabeth II;/web/show-profile-photo-icon.jpg?id=1412837;1412837
1434992;Father;Sheikh Zayed bin Sultan Al Nahyan;/web/show-profile-photo-icon.jpg?id=1434993;1434993
1461063;Father;Fuyutsugu no Fujiwara;/web/show-profile-photo-icon.jpg?id=1461016;1461016
1461016;Son;Yoshifusa no Fujiwara;/web/show-profile-photo-icon.jpg?id=1461063;1461063
1655869;Grandfather;Soga no Iname;/web/show-profile-photo-icon.jpg?id=1655857;1655857
208064;Daughter;Ivanka Trump;/web/show-profile-photo-icon.jpg?id=169121;169121
1722729;Spouse;Zivia Lubetkin;/web/show-profile-photo-icon.jpg?id=1717558;1717558
1717959;Father;Edward Smith-Stanley;/web/show-profile-photo-icon.jpg?id=1717957;1717957
1720228;Sister;Nita Barrow;/web/show-profile-photo-icon.jpg?id=1720230;1720230
1720479;Mother;Edna Manley;/web/show-profile-photo-icon.jpg?id=1720478;1720478
1720518;Sister;Patria Mirabal;/web/show-profile-photo-icon.jpg?id=1720516;1720516
1720518;Sister;Minerva Mirabal;/web/show-profile-photo-icon.jpg?id=1720517;1720517
727001;Friend;Feng Yuxiang;/web/show-profile-photo-icon.jpg?id=1723097;1723097
1730027;Father;Yukio Sakurauchi;/web/show-profile-photo-icon.jpg?id=1731009;1731009
185697;Father;Oakes Ames;/web/show-profile-photo-icon.jpg?id=186564;186564
1298877;Spouse;Mozammel Bhuiyan;/web/show-profile-photo-icon.jpg?id=194217;194217
885892;Colleague;Elizabeth Warren;/web/show-profile-photo-icon.jpg?id=2683001;2683001
726895;Colleague;Sonia Gandhi;/web/show-profile-photo-icon.jpg?id=303750;303750
1718463;Colleague;Ngwazi (Hastings) Kamuzu Banda;/web/show-profile-photo-icon.jpg?id=306347;306347
1344233;Colleague;Mwai Kibaki;/web/show-profile-photo-icon.jpg?id=308690;308690
710531;Partner;Warren Buffett;/web/show-profile-photo-icon.jpg?id=32696;32696
723320;Brother;Peter John McGauran;/web/show-profile-photo-icon.jpg?id=3692;3692
1902636;Classmate;Naruhiko Higashikuni;/web/show-profile-photo-icon.jpg?id=3715092;3715092
1902636;Classmate;Heitaro Kimura;/web/show-profile-photo-icon.jpg?id=3716167;3716167
1902636;Classmate;Yasuhiko Asaka;/web/show-profile-photo-icon.jpg?id=3719550;3719550
2485667;Acquaintance;Friedrich Schiller;/web/show-profile-photo-icon.jpg?id=3723769;3723769
724290;Son;Lucius Commodus;/web/show-profile-photo-icon.jpg?id=3724721;3724721
743019;Friend;Bill Buffalo;/web/show-profile-photo-icon.jpg?id=3731844;3731844
729988;Friend;Dalai Lama XIV;/web/show-profile-photo-icon.jpg?id=3735430;3735430
1299626;Colleague;Tony Blair;/web/show-profile-photo-icon.jpg?id=3736610;3736610
1717948;Friend;William McKinley;/web/show-profile-photo-icon.jpg?id=3737144;3737144
598797;Friend;Huey Newton;/web/show-profile-photo-icon.jpg?id=3737172;3737172
722917;Father;George Bush;/web/show-profile-photo-icon.jpg?id=3739998;3739998
2438303;Colleague;Enrico Glaoui;/web/show-profile-photo-icon.jpg?id=3754881;3754881
663084;Wife;Mary Lincoln;/web/show-profile-photo-icon.jpg?id=3976;3976
325874;Colleague;Angela Merkel;/web/show-profile-photo-icon.jpg?id=41137;41137
1299626;Colleague;Angela Merkel;/web/show-profile-photo-icon.jpg?id=41137;41137
729703;Classmate;John Rockefeller;/web/show-profile-photo-icon.jpg?id=421045;421045
1344212;Colleague;Jonathan Goodluck;/web/show-profile-photo-icon.jpg?id=472561;472561
1344372;Friend;Jonathan Goodluck;/web/show-profile-photo-icon.jpg?id=472561;472561
960361;Son;Bashar al-Assad;/web/show-profile-photo-icon.jpg?id=486683;486683
41137;Colleague;Romano Prodi;/web/show-profile-photo-icon.jpg?id=511914;511914
1299626;Colleague;Romano Prodi;/web/show-profile-photo-icon.jpg?id=511914;511914
725385;Brother;Charles Koch;/web/show-profile-photo-icon.jpg?id=526005;526005
710531;Prominent chinese politician;Rongji Zhu;/web/show-profile-photo-icon.jpg?id=567110;567110
722917;Mother;Barbara Bush;/web/show-profile-photo-icon.jpg?id=596106;596106
720951;Friend;Vasil Bykau;/web/show-profile-photo-icon.jpg?id=720907;720907
325874;Colleague;David Cameron;/web/show-profile-photo-icon.jpg?id=721994;721994
1299626;Colleague;David Cameron;/web/show-profile-photo-icon.jpg?id=721994;721994
743019;Friend;Joseph Conrad;/web/show-profile-photo-icon.jpg?id=722687;722687
1344072;Friend;Muammar Gaddafi;/web/show-profile-photo-icon.jpg?id=722898;722898
722917;Wife;Laura Bush;/web/show-profile-photo-icon.jpg?id=722911;722911
722933;Father;Albert Gore;/web/show-profile-photo-icon.jpg?id=722983;722983
723488;Colleague;Walter Eucken;/web/show-profile-photo-icon.jpg?id=723489;723489
1723142;Spouse;Sun Yat-sen;/web/show-profile-photo-icon.jpg?id=724417;724417
1344368;Friend;Aliko Dangote;/web/show-profile-photo-icon.jpg?id=725299;725299
726917;Brother;Muthuvel Stalin;/web/show-profile-photo-icon.jpg?id=726836;726836
726917;Father;Muthuvel Karunanidhi;/web/show-profile-photo-icon.jpg?id=726912;726912
726918;Father;Muthuvel Karunanidhi;/web/show-profile-photo-icon.jpg?id=726912;726912
726927;Political opponent;Muthuvel Karunanidhi;/web/show-profile-photo-icon.jpg?id=726912;726912
726836;Brother;Muthuvel Alagiri;/web/show-profile-photo-icon.jpg?id=726917;726917
726917;Half-brother;Muthuvel Muthu;/web/show-profile-photo-icon.jpg?id=726918;726918
726836;Half-sister;Kanimozhi Karunanidhi;/web/show-profile-photo-icon.jpg?id=726919;726919
726917;Half-sister;Kanimozhi Karunanidhi;/web/show-profile-photo-icon.jpg?id=726919;726919
726836;Cousin;Murasoli Maran;/web/show-profile-photo-icon.jpg?id=726923;726923
726917;Cousin;Murasoli Maran;/web/show-profile-photo-icon.jpg?id=726923;726923
726836;Nephew;Dayanidhi Azhagiri;/web/show-profile-photo-icon.jpg?id=726924;726924
726917;Son;Dayanidhi Azhagiri;/web/show-profile-photo-icon.jpg?id=726924;726924
726846;Colleague;Marudhur Ramachandran;/web/show-profile-photo-icon.jpg?id=726925;726925
726927;Colleague;Marudhur Ramachandran;/web/show-profile-photo-icon.jpg?id=726925;726925
726917;Nephew;Udhayanidhi Stalin;/web/show-profile-photo-icon.jpg?id=726926;726926
726836;Son;Udhayanidhi Stalin;/web/show-profile-photo-icon.jpg?id=726926;726926
726917;Political opponent;Jayalalithaa Jayaram;/web/show-profile-photo-icon.jpg?id=726927;726927
726925;Colleague;Jayalalithaa Jayaram;/web/show-profile-photo-icon.jpg?id=726927;726927
1791964;President;Barack Obama;/web/show-profile-photo-icon.jpg?id=727223;727223
1346457;Brother-in-law;Alfredo Baldomir;/web/show-profile-photo-icon.jpg?id=727844;727844
1345930;Son;Antonio Guzman Blanco;/web/show-profile-photo-icon.jpg?id=729859;729859
3293;Colleague;Woodrow Wilson;/web/show-profile-photo-icon.jpg?id=730174;730174
743019;Friend;George Bernard Shaw;/web/show-profile-photo-icon.jpg?id=835163;835163
1344243;Colleague;Jose Eduardo dos Santos;/web/show-profile-photo-icon.jpg?id=881844;881844
726279;Sworn brother;Zhang Fei;;
726538;Father;Raja Uday Pratap Singh;;
726565;Father;Liu Qi;;
726565;Child;Liu Fuling;;
726279;Son;Liu Feng;;
726279;Wife;Lady Sun [Sun Shangxiang];;
726279;Wife;Lady Mi;;
726279;Sworn brother;Guan Yu;;
726279;Wife;Empress Mu;;
726400;Father;Damodar Savakar;;
725976;Father;Jian Sun;;297762
723463;Sister;Aileen Goldstein;;404235
1682706;Spouse;Lois Ragnhild Grimsrud Capps;;567572
729968;Grandson;Kunio Hatoyama;;599519
721597;Wife;Iryna Khalip;;721601
950456;Brother;Mikhail KAGANOVICH;;738390
1345994;Father;Mauricio Paiva de LACERDA;;1119050
1719690;Father;YIBO BO;;1299121
884021;Mother;Simone DUVALIER;;1301903
729968;Son;Iichiro HATOYAMA;;1304223
1461111;Father;Fujiwara No Fuhito;;1344455
1344169;Friend;Bakwana Kgosidintsi KGARI;;1346318
578502;Father;Asrata Kassa;;1346762
1718344;Brother;STEPHEN TOLBERT;;1718343
729968;Father;Kazuo Hatoyama;;2127613
729968;Brother;Hideo Hatoyama;;2349790
326861;Wife;Zulema Fatima Yoma;;
91887;1st daughter;Zofia Aleksandra;;
510245;Mother;Zofia (Sofia) Mineyko;;
721718;Daughter;Zoe Jeanne Louise Victoire;;
1882727;Mother;Zinaida Popilevych;;
1723086;Spouse;Zhu Yuren of Sichuan;;
566630;Spouse;Zhu Lin;;
727001;Father;Zhou Yineng;;
727001;Grandfather;Zhou Panlong;;
1726030;Ally;Zhao Wenhua;;
566630;Mother;Zhao Juntao;;
2119446;Subordinate;Zhang Qingli;;
727001;Friend;Zhang Chong;;
1761596;Father;Zenas Marshall Crane;;
556169;Mother;Zena Harman;;
720889;Father;Zeev Dov;;
1719369;Spouse;Zainy Kheraj;;
724246;Wife;Yvonne Dereany;;
2312127;Child;Yvette Finn;;
292705;Father;Yves Rocard;;
1723148;Spouse;Yun Liren;;
1719729;Spouse;Yu Ruomu;;
1263818;Associate;Yturri Rose;;
725627;Mother;Yousuf Sultana;;
1417424;Mother;Yolanda Caballeros Ferrate;;
1344004;Daughter;Yeboakua Akufo-Addo;;
1723174;Son;Ye Xuanping;;
1723174;Son;Ye Xuanning;;
1723174;Son;Ye Xuanlian;;
1719527;Nephew;Yatenga Naba;;
726400;Mother;Yashoda Savakar;;
306473;Mother;Yanga CASUle;;
1719961;Spouse;Yang Jianqing;;
1060602;Child;Yancey Alford Mcleod;;
726400;Wife;Yamunabai;;
1344363;Father;Yakubu Ganawuri;;
726845;Brother;Y. S. Vivekananda Reddy;;
726845;Spouse;Y. S. Vijayamma ;;
726845;Daughter;Y. S. Sharmila;;
724836;Wife;Xie Fei;;
726175;Friend;Xiao He;;
711225;Daughter;Xi Mingze;;
2354610;Associate;Xi Jinping;;
723405;Son;Wynston Henries;;
1718311;Son;Wynston Henries;;
2354492;Rival;Wu Tingfang;;
1346767;Spouse;Woizero Rahel Senegiorgis;;
18124;Father;Wladyslaw Jabtoriski;;
3293;Friend;Winston Churchill;;
2312146;Opponent;Winston Churchill;;
2370628;Uncle;Winston Churchill;;
1071161;Child;Winifred Irvine (Mistress C. S. Woolford);;
325763;Spouse;Wilmer John Emil Sauerbrey;;
2221208;Father;Williamson Harvey Goodwin;;
1062540;Brother-in-law;William Winston Seaton;;
280693;Father;William White Watkins;;
1781744;Partner;William West. Rice;;
512715;Child;William Weber;;
1071620;Father;William Watkins;;
2224157;Brother-in-law;William Wallace;;
726312;Father;William T. Weah;;
1056858;Father;William Smith;;
1906762;Rival;William Sefton Moorhouse;;
1056749;Father;William Paulding. Paulding;;
1061478;Father;William Parnell;;
1064611;Father;William Nutter Polk;;
1756025;Father;William Milo Olin;;
326950;Father;William Mikulski;;
1907978;Father;William Mcgowan;;
2209516;Partner;William McGill;;
1060602;Father;William James Mcleod;;
722034;Child;William Howard Taft;;
2149563;Father;William Hodgson;;
1781837;Father;William Hisgen;;
935119;Friend;William H.;;
2462850;Follower;William Gladstone;;
2249424;Friend;William Gibbs;;
1751715;Child;William G. Conley (deceased);;
2154794;Partner;William Fuller;;
2226626;Son;William Frere;;
2149563;Child;William Frederick Hodgson (deceased);;
1433953;Father;William Foulkes;;
1063842;Father;William Fitzpatrick;;
1921280;Father;William E. Blood;;
325757;Father;William Dunn Wyly;;
1717948;Son;William Day;;
723819;Father;William Davenant;;
743019;Father;William Cunninghame Graham;;
1752620;Partner;William Campbell;;
327272;Father;William C. Culver;;
1063955;Father;William Austin Kent;;
427386;Father;William;;
815645;Father;Willard Dewain Bell;;
1046739;Mother;Wilhelmina Elisabeth (Wexelsen) Jahn;;
724438;Brother;Wilhelm Schulthess;;
2348833;Associate;Wilhelm Leuschner;;
510984;Father;Wilhelm H. Honecker;;
723282;Father;Wilhelm Florin;;
326300;Father;Wilber Nigh;;
2228706;Partner;West. East. Showers;;
1756022;Partner;West Kent Yeomanry;;
2308318;Uncle;West Advertising;;
34110;Child;Wesley Clark Jr.;;
34110;Grandson;Wesley;;
514215;Child;Wendy Shaw Dyson;;
164138;Child;Wazamanzana Kaunda;;
1344233;Offspring;Wawira and Njoka;;
1719434;Spouse;Wassila Ben Ammar;;
1944773;Teacher;Washington Junior;;
815645;Child;Warren Terrel Bell;;
1072752;Child;Warden Dilworth;;
1237;Son;Ward David Williams;;
2331161;Opponent;War I, al-Azm;;
726218;Son;Wanjiku Kahiu;;
326498;Wife;Wang Yeping;;
1397911;Spouse;Wanda Nowina-Konopka;;
1780086;Child;Waltraut Klostermann Schreiber;;
564483;Father;Walter Rutherford Peterson;;
1783322;Brother-in-law;Walter Macfarlane;;
333742;Child;Walter M. Mechem;;
1895699;Child;Walter Gage Sterling;;
723547;Colleague;Walter Eucken;;
1059328;Father;Walter Clarke;;
2378705;Partner;W. Turner;;
722182;Father;Volf Isaakovich Eidelshtein (or Wolf Andreyevich Eidelshtein);;
720951;Brother;Vladimir Savitsky;;
724329;Spouse;Vivian Fernandez Bello;;
1091072;Child;Virginia Helen Billado;;
752802;Wife;Violet Goetze;;
1055159;Father;Vincent Sedita;;
884864;Child;Vincent Clarke-Reed;;
1718344;Daughter;Victoria Tolbert Yancy;;
1718344;Son;Victoria Tolbert Yancy;;
513271;Mother;Victoria Dada;;
1718344;Spouse;Victoria A. Hoff;;
725046;Son;Victor Ricardo;;
1719196;Spouse;Vicky Erenstein Ya Toivo;;
285099;Child;Vicki Jo Ray;;
514074;Mother;Versa (Jones) R.;;
1719159;Spouse;Veronica Sobukwe;;
884864;Child;Veronica Clarke-Reed;;
514655;Child;Vernon Wallace Junior Thomson;;
325757;Spouse;Vernon B. Ryles;;
92004;Daughter;Vera Ritta de Sampaio;;
2759;Wife;Vera Prendic;;
752817;Wife;Venetia Stanley;;
2394987;Opponent;Veaceslav Iordan;;
722270;Son;Vasily Sergeevich Gaidukevich;;
729572;Mother;Vasilija Radenovic;;
878016;Child;Vanessa Kerry;;
724191;Daughter;Vanessa Jebb;;
1768769;Teacher;Valley Secondary;;
1719008;Spouse;Valerie Scott;;
419741;Child;Valerie Percy (deceased 1966) and Sharon Lee (twins);;
2157678;Spouse;Valerie Fortune Daglish;;
292580;Child;Valerie Chaban-Delmas;;
1835350;Partner;Valeria Sulegina;;
882626;Spouse;Valeria Andres Toribiong;;
723493;Daughter;Valentina 1990;;
457810;Son;Vadim;;
722194;Father;V.S. Ramanujam Chakravarthy;;
1717366;Daughter;Utako;;
2249424;Partner;US Food;;
723965;Wife;Ursulina Walther;;
488611;Wife;Ursula Stauffenegger;;
396230;Child;Upinder;;
1717366;Spouse;Umeko;;
1963894;Associate;Umaru Dikko;;
882626;Mother;Ucheliei M. Toribiong;;
882626;Father;Uchel Toribiong;;
17;Mother;Tungane;;
1796522;Friend;Tsukuba Daigaku Fuzoku Mougakko;;
328717;Spouse;Trish Roberts;;
1072403;Mother;Trinidad (Lopez) Romualdez;;
567750;Child;Trina Joslin Dank;;
567749;Child;Trina Dank;;
564536;Spouse;Tracy Pafford;;
497723;Spouse;Tom Kevin McDonald;;
936027;Child;Tom C. Mead;;
514305;Child;Tom Baudler;;
1682706;Child;Todd Holden Capps;;
325361;Child;Toban Schreyer;;
722983;Daughter-in-law;Tipper Aitcheson;;
447927;Father;Timur Gaidar;;
596726;Child;Timothy Romer;;
724372;Child;Tim Howard;;
164138;Child;Tilyenji Kaunda;;
729603;Son;Tiberius Claudius Nero;;
1725126;Teacher;Tian Han;;
1060511;Child;Thos Kilby;;
596726;Child;Thomas Romer;;
2191094;Partner;Thomas Rodman Merritt;;
565756;Child;Thomas Richard Clark;;
2342575;Father;Thomas Quinby;;
1918716;Colleagues;Thomas Playford;;
1718932;Father;Thomas Nyongolo Letswansto;;
1847488;Partner;Thomas N. Morong;;
1063795;Father;Thomas Mayor;;
263;Grandnephew;Thomas Kean;;
2166991;Father;Thomas J. Hart;;
2247051;Father;Thomas I. Bedle;;
2271883;Partner;Thomas Hoyne;;
2686;Father;Thomas Holenstein;;
747514;Father;Thomas Guerin;;
1060602;Child;Thomas Gordon Mcleod;;
476007;Child;Thomas Frydenlund;;
2247051;Child;Thomas F. Bedle;;
1896040;Partner;Thomas English;;
1063170;Father;Thomas Dutton;;
1059304;Father;Thomas Doctorate. Campbell;;
1056368;Father;Thomas Davis;;
1353;Brother;Thomas Cooper de Leon;;
596591;Child;Thomas Cheysson;;
749962;Father;Thomas Charles Hose;;
1061034;Child;Thomas Allen Campbell;;
1708;Brother;Thomas;;
1061177;Spouse;Thirza Jeannette Vail;;
566305;Child;Theresa Hatfield;;
513509;Father;Theodore Stanley Proxmire;;
1069767;Friend;Theodore Roosevelt;;
2220615;Companion;Theodore Roosevelt;;
2117656;Friend;Theodore P. Gilman;;
2405502;Partner;Theodore Conkey;;
1060765;Father;Theodore C. Silzer;;
1720479;Spouse;Thelma Verity;;
598797;Mother;Thelma Hattie Robinson;;
513465;Mother;Thelma Elizabeth Dobie Holmes;;
1720819;Spouse;Thea Lichtenstein;;
566630;Father;the late Li Shuoxun;;
1301765;Father;the late Doctor Willem Drees;;
510117;Father;the late A. S. Peacock;;
1344102;Offspring;Thandeka Luthuli Gcabashe;;
1718594;Son;Thabo Themba Tembo;;
1882727;Spouse;Tetiana Kvit;;
514563;Mother;Terri Kiesel;;
726218;Daughter;Teresia Njeri Karume;;
878016;Spouse;Teresa Heinz;;
419787;Spouse;Teresa Assange;;
566395;Child;Teresa (deceased December 13 McGovern;;
1063170;Mother;Tenty (Punderson) Dutton;;
2380238;Child;Tengo Max;;
2226626;Son;Temple Frere;;
1859248;Partner;Tea Merchants;;
695841;Wife;Tatyana V. Popovic;;
724191;Granddaughter;Tatiana de Rosnay;;
725705;Father;Taroon Kumar Bhaduri;;
346781;Child;Tariq Mohammad;;
1717366;Son;Tan-ichi;;
918857;Child;Tamara J. Mitchell-Ford Mitchell;;
567419;Child;Tamara Cochran;;
556169;Child;Tal Orit Chazan;;
1461071;Mother;Taikemmon-in Shoslii;;
91887;Son;Tadeusz Jan;;
1461111;Brother;Tachibana no Moroe;;
1461111;Mother;Tachibana no Michiyo;;
1718292;Spouse;Tabitha 'Masentle Lerotholi Mojela;;
292705;Child;Sylvie Rocard;;
328261;Mother;Sylvia (Levin) Horowitz;;
724191;Father;Sydney Jebb;;
885758;Father;Svetozar Milosevic;;
290941;Child;Suzanne Salinger;;
1919157;Spouse;Suzanne Marie Ferrell;;
59809;Daughter;Suzanne Gross;;
2312127;Child;Suzanne Finn;;
395710;Spouse;Suvra Mukherjee;;
1308715;Father;Sutekichi;;
513884;Spouse;Susie Plakon;;
1879374;Domestic partner;Susanne Thier;;
724433;Mother;Susanne Esther Barbey;;
1062771;Mother;Susannah (Sawyer) Palmer;;
1056766;Spouse;Susanna Rose;;
2226626;Mother;Susanna Hatley Frere;;
2226626;Daughter;Susanna Frere;;
1063272;Spouse;Susanna Ayer;;
884542;Spouse;Susana Romero Escobar;;
514655;Child;Susan Thomson Turner Thomson;;
1718198;Wife;Susan Nrori;;
566395;Child;Susan McGovern;;
306053;Child;Susan Matiba;;
309033;Spouse;Susan John Kitingan;;
1107151;Spouse;Susan Cleveland;;
2305256;Cousin;Susan Cavendish;;
1907978;Spouse;Susan Caroline Wardlaw;;
1718214;Spouse;Susan Agik;;
306053;Mother;Susan (Wanjiku) Njindo;;
1091778;Mother;Susan (Garthy) Davis;;
1057088;Mother;Susan (Dock) Bigler;;
1058650;Mother;Susan (Davis) Carey;;
1902418;Ally;Suleiman Frangieh;;
1308715;Spouse;Sueko Miyamoto;;
725834;Wife;Sudha Devi;;
1346199;Wife;Suad Taleb Ibrahimi;;
1867338;Friend;Stuttgart Oratorio Choir;;
513738;Child;Stewart Black;;
566395;Child;Steven McGovern;;
509754;Child;Steven Ford;;
513738;Child;Steven Black;;
326689;Spouse;Steve Beal;;
724601;Daughter;Stephie Key;;
290941;Child;Stephen Salinger;;
1062771;Father;Stephen Palmer;;
1107151;Father;Stephen Higginson;;
2097890;Partner;Stephen Glass, Cole;;
1717948;Son;Stephen Day ;;
427386;Mother;Stephania;;
1311668;Child;Stephane Roux;;
1060583;Father;Stephan Marx;;
341413;Father;Stepan Lyzhychko;;
724191;Daughter;Stella Jebb;;
303750;Father;Stefano Maino;;
1060774;Child;Stark Smith (deceased);;
306053;Father;Stanley Njindo Njindo;;
1748837;Ally;Stanley Baldwin;;
885758;Mother;Stanislava Milosevic;;
1865812;Teacher;Stanislav Nikolaenko;;
1865863;Son;Stanislav;;
2413319;Brother-in-law;Spenser Eaves;;
885722;Child;Spela Kucan;;
1059596;Father;Spafford West. Hutchinson;;
2291769;Partner;Southern Nevada;;
1087552;Spouse;South. Anna Moore;;
724433;Wife;Sophie-Rosine-Marie Leuzinger;;
1719534;Spouse;Sophie Kanza;;
596591;Mother;Sophie (Funck-Brentano) Cheysson;;
565172;Child;Sophia Shapiro;;
567406;Child;Sophia Hortman;;
327918;Mother;Sophia (Zmijewski) Derwinski;;
1046132;Mother;Sophia (Schaar) Szold;;
72935;Mother;Soo Sum Yee;;
1309533;Spouse;Sonja Norgaard;;
882626;Child;Sonia Toribiong;;
2356002;Father;Solomon Legare;;
934304;Father;Solomon A. Horner;;
726843;Daughter;Sohini Paul;;
1655869;Mother;Soga no Kitashihime;;
290283;Child;Sofie Louise Bach;;
510245;Daughter;Sofia Papandreou ;;
510378;Child;Sofia Anchia;;
1308727;Father;Slaiem Moalla;;
396235;Spouse;Sita Kumari;;
1303530;Father;Sir D. P. de Villiers Graaff;;
724854;Grandchild;Simone;;
1718292;Father;Simon Seeiso Griffith;;
3293;Father;Simon B. (surgeon C.S.A.) Baruch;;
514021;Child;Simin Sharif-Emami;;
1119052;Child;Silvia LAFER;;
2436742;Daughter;Silvia Fernandes;;
1059273;Father;Silas Newton Brooks;;
724048;Father;Sigismondo Motta;;
723364;Brother;Sigfrid Hansson;;
2356600;Friend;Sidney Ungar;;
512715;Spouse;Shirley V. Roe;;
325793;Wife;Shirley Joann Edwards;;
509754;Child;Shirley Jean Ford (Mistress Dexter);;
514021;Child;Shirin Sharif-Emami;;
512650;Mother;Sherill Jackson;;
2226626;Father;Sheppard Frere;;
1055548;Child;Sheila M. Honorary Gallen;;
409341;Father;Sheikh Mohammed Ibrahim;;
346781;Mother;Sheika Mohammad Nasser;;
886729;Child;Shawn Kruse;;
509896;Child;Sharon Connally;;
721540;Mother;Shaina Wyshengrad;;
556169;Child;Shai Shalom Chazan;;
1719369;Spouse;Shahsultan Cassam;;
2228081;Friend;Seth Ferry;;
1950443;Associate;Senate Agriculture;;
723463;Brother;Selwyn Goldstein;;
1345976;Spouse;Selma Weinstein;;
1344325;Brother;Sekou and Gamal Nkrumah;;
1344169;Father;Sekgoma Khama II;;
662197;Child;Scott Wallop;;
325757;Child;Scott Ryles;;
2118440;Colleague;Schimmelmann, Andreas Peter;;
568279;Spouse;Sascha Thompson.;;
2464645;Spouse;Sarbagh Salih;;
1344363;Mother;Saratu Yakubu;;
727696;Spouse;Sarah Yates;;
1058968;Spouse;Sarah White;;
1062846;Spouse;Sarah Weston Gales;;
1060575;Mother;Sarah T. (Woolfolk) Major;;
1057684;Mother;Sarah T. (Lincoln) Robie;;
1720655;Spouse;Sarah Sturgo;;
1058968;Mother;Sarah R. (Smith) Nance;;
959671;Mother;Sarah Pearsall Camp;;
1459304;Child;Sarah Moolenaar;;
1720479;Daughter;Sarah Manley;;
722919;Granddaughter;Sarah Lynne Cheney;;
722983;Granddaughter;Sarah LaFon Gore;;
1059830;Spouse;Sarah L. Sanborn;;
2116123;Mother;Sarah King (Harrell) Holcombe;;
1080462;Spouse;Sarah Kimball Lewis;;
1063955;Spouse;Sarah Johnston;;
881750;Child;Sarah Jochum;;
596701;Child;Sarah Ignatius;;
497723;Child;Sarah Hughes;;
1063223;Spouse;Sarah Haynesworth;;
1063842;Spouse;Sarah Elmore;;
2227990;Spouse;Sarah Elizabeth Taylor;;
1082613;Spouse;Sarah C. Spear;;
1062771;Spouse;Sarah Blanchard;;
1060511;Mother;Sarah Ann (Marchant) Kilby;;
1059830;Mother;Sarah A. (Rice) Partridge;;
1059356;Mother;Sarah (Shannon) Crawford;;
1063835;Mother;Sarah (Mackey) Faulkner;;
1082613;Mother;Sarah (Lakin) Langtry;;
1064508;Mother;Sarah (Glancy) Jones;;
1057621;Mother;Sarah (Coward) Parker;;
1080462;Mother;Sarah (Cone) Baxter;;
1055159;Spouse;Sara R. Vacanti;;
886509;Child;Sara Gronstal;;
1268169;Child;Sara Gronstal;;
325449;Mother;Sara Capshaw Starnes;;
1060177;Mother;Sara Bloom;;
1896336;Child;Sara A. Chapin;;
695841;Daughter;Sanya Popovic;;
727064;Brother;Santosh Reddy;;
940254;Child;Sanford Loring Bates;;
1064497;Father;Sanford Hunt;;
1417424;Spouse;Sandra Torres;;
326223;Wife;Sandra Fleischer;;
1305699;Father;Sandor Kaltai;;
1059830;Child;Sanborn Partridge;;
726218;Son;Samuel Wanjema Karume;;
940254;Father;Samuel W. Bates;;
1056755;Father;Samuel Phillips;;
1858803;Partner;Samuel Lister;;
1779156;Colleagues;Samuel Griffith;;
1907337;Father;Samuel Greene Arnold;;
1890503;Partner;Samuel Freeman;;
722919;Grandson;Samuel David Cheney;;
2221817;Opponent;Samuel Chase;;
729703;Mother;Samantha Hanna;;
510833;Father;Salvatore Biaggi;;
729904;Daughter;Sally Kraft;;
1718926;Spouse;Sally Hayfron;;
1063837;Mother;Sally (Piper) Felch;;
1056076;Mother;Sally (or Mary) (Hughes) Walton;;
1043418;Mother;Sallie (Sloan) Anderson;;
1059328;Spouse;Sallie;;
236402;Wife;Saira Banu;;
1961452;Companions;Saint Kilian;;
1718369;Son;Saif Gaddafi (Saif al-Islam Muammar al-Gaddafi);;
1718369;Spouse;Safia Farkash;;
1107919;Mother;Sabina (Ludwig) Philipp;;
1346199;Son;Saadeddine Taleb Ibrahimi ;;
726562;Father;S.N. Majumdar ;;
881518;Spouse;Ryan Corbett.;;
1718594;Spouse;Ruth Tembo;;
1895699;Child;Ruth Sterling;;
1059830;Child;Ruth Partridge;;
1718198;Wife;Ruth Kwekwe;;
724601;Mother;Ruth Key ;;
1091072;Spouse;Ruth Bourquin;;
1887900;Friend;Rustam Arturovich Avotyn;;
2490254;Father;Russel Smith Page;;
1898468;Father;Rufus Randolph Rhodes;;
1717948;Son;Rufus Day ;;
1070334;Father;Rudolph Lexow;;
2386261;Subordinate;Rudolf von Brudermann;;
513682;Mother;Ruby Seale;;
19907;Mother;Rozalia Kiszczak;;
1397628;Spouse;Roy Hodges;;
1896336;Child;Roy D. Chapin;;
1068279;Father;Roswell Farnham;;
1895699;Child;Ross S. Sterling (deceased);;
721896;Wife;Rosina Doyle Wheeler;;
878016;Mother;Rosemary (Forbes) Kerry;;
943881;Unknown;Rose-Marie Julien;;
565174;Mother;Rose Sheheen;;
2759;Mother;Rose (Markovic) Gavrilovic;;
727410;Father;Rosalio Pacquiao;;
724123;Wife;Rosalie Grolimon;;
724260;Mother;Rosa Wiesmann;;
723493;Wife;Rosa Tutino;;
2140208;Follower;Rosa Luxemburg;;
1061038;Spouse;Rosa Lillian Alps;;
1722729;Granddaughter;Roni Zuckerman;;
1930388;Ally;Ronald Reagan;;
514563;Father;Ron Kiesel;;
2454929;Friend;Roman Senator Cicero;;
882626;Child;Rolel Toribiong;;
484063;Husband;Roland Hausin;;
